Subject	Meta-Relation	Object
NELL:boardgame	rdfs:comment	Games played with physical pieces on a board (electronic games not allowed)
NELL:parlourgame	rdfs:comment	Parlour games drawing room games car games and similar passtimes that are not card games dice games board games etc.
NELL:cardgame	rdfs:comment	Games that are played with only a physical deck of cards (electronic games not allowed)
NELL:sport	rdfs:comment	A game which involves some form of physical prowess (i.e. athleticism as opposed to the physical prowess needed for a parlour game like Pin the Tail on the Donkey).  Note that this does not include non-game sports; those may be hobbies instead.
NELL:emotion	rdfs:comment	Emotion is the complex psychophysiological experience of an individual's state of mind as interacting with biochemical (internal) and environmental (external) influences 
NELL:currency	rdfs:comment	A currency is money that is used (or has been used) as a medium of exchange
NELL:recipe	rdfs:comment	A recipe is a method of preparing a dish. Dishes may have multiple recipes. For instance there may be many different recipes for chocolate chip cookies.
NELL:event	rdfs:comment	An event is a topic that can be described by the time or date at which it happened. Long-lasting events may be described as occurring between two dates. It is sometimes appropriate to create abstract events as collections of other events
NELL:conference	rdfs:comment	"A conference is a regular or recurring meeting of people to ""confer"" about a topic. It may take many forms."
NELL:mlconference	rdfs:comment	A conference in the area of machine learning
NELL:election	rdfs:comment	An opportunity for constituents to vote for a political party or candidate for a governmental office or seat or the ability to run for a governmental office or seat (as is the case with primaries). (FreeBase)
NELL:convention	rdfs:comment	a large meeting such as the Star Trek Convention
NELL:meetingeventtype	rdfs:comment	A kind of meeting the name of a series of meetings or some other way to refer to a category of meeting
NELL:crimeorcharge	rdfs:comment	A crime or other kind of offence or violation with which a person can be charged
NELL:meetingeventtitle	rdfs:comment	The title of a meeting (such as a presentation)
NELL:weatherphenomenon	rdfs:comment	Anything that happens naturally in the atmosphere
NELL:filmfestival	rdfs:comment	Film festivals at which movies are shown.
NELL:eventoutcome	rdfs:comment	a final product or end result; consequence; issue 
NELL:militaryeventtype	rdfs:comment	A military event type is simply a sub-type (or sub-category) of the category military event.
NELL:militaryconflict	rdfs:comment	A military conflict is any event that involves armed forces acting in hostility. This includes wars battles and guerilla actions.
NELL:sportsevent	rdfs:comment	"is when a sport is played or otherwise engaged in including but not limited to what would be termed a ""sports game"".  See child categories for examples."
NELL:olympics	rdfs:comment	are a major international event featuring summer and winter sports in which thousands of athletes participate in a variety of competitions. The Games are currently held every two years with Summer and Winter Olympic Games alternating although they occur every four years within their respective seasonal games.
NELL:race	rdfs:comment	A sport race is a competition of speed against an objective criterion usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance but it can be any other task involving speed to reach a specific goal.
NELL:grandprix	rdfs:comment	one of several international races.
NELL:musicfestival	rdfs:comment	A Music Festival is a musical event where live music is played typically by multiple musical artists. A festival may be a singular event or a recurring one.
NELL:language	rdfs:comment	Spoken human languages (and dialects).
NELL:scientificterm	rdfs:comment	a scientific term for prerequisite detection (currently ML and AI focused)
NELL:geopoliticalentity	rdfs:comment	That which would an object of geopolitical analysis including but not limited to countries administrative or de facto subdivisions thereof supernational groupings and organizations geographical regions and cultural groups.
NELL:politicsbill	rdfs:comment	A legislative bill passed enacted or otherwise.
NELL:sociopolitical	rdfs:comment	Any socio-political word (?!)
NELL:mlalgorithm	rdfs:comment	Any algorithm or class of algorithms that is used at any stage of machine learning.
NELL:researchproject	rdfs:comment	A specific research effort or a research center
NELL:mlarea	rdfs:comment	A specific area of investigation within the sub-field of machine learning.
NELL:perceptionevent	rdfs:comment	Something that can be perceived by someone.
NELL:cognitiveactions	rdfs:comment	"pertaining ""to the action or process of knowing"" "
NELL:buildingmaterial	rdfs:comment	The construction material used for building
NELL:physicsterm	rdfs:comment	Any word with a specific meaning in the physics domain
NELL:mlmetric	rdfs:comment	A metric used to evaluate machine learning methods
NELL:creativework	rdfs:comment	the product of any creative effort including movies paintings musical songs etc.
NELL:movie	rdfs:comment	A release of a visual narrative composed of a series of moving images that is considered a complete presentation and is intended to be classified as a film. A film can be of any length of running time and presented in a theatrical television internet-streaming and direct-to-home-video presentation. (FreeBase)
NELL:lyrics	rdfs:comment	Refernce to the lyrics of a song as distinct from a reference to the song itself
NELL:poem	rdfs:comment	This type is for all kinds of poems from epics to doggerel.
NELL:book	rdfs:comment	"A book is a written work or a collection of written works in book form. ""Book"" represents the abstract notion of a particular book rather than a particular edition."
NELL:televisionshow	rdfs:comment	Television shows or a television series that includes multiple episodes
NELL:musicalbum	rdfs:comment	A collection of Musical Tracks (recordings of Songs) released in a common format such as Compact Disc or LP. An album is typically associated with a single Musical Artist unless it is a compilation which is a collection of tracks by various artists.  (FreeBase)
NELL:musicsong	rdfs:comment	A song is any musical work including instrumentals as well as songs with lyrics.
NELL:visualartform	rdfs:comment	A categorization of the visual arts. An art form is a specific form for artistic expression to take.An art form more or less corresponds to the tools or materials used to create an art work (FreeBase)
NELL:celltype	rdfs:comment	A cell type is a distinct morphological or functional form of cell 
NELL:politicsissue	rdfs:comment	An issue of political concern
NELL:mldataset	rdfs:comment	A dataset used in machine learning
NELL:economicsector	rdfs:comment	An economy may include several sectors (also called industries) 
NELL:visualartmovement	rdfs:comment	"A tendency or style in art with a specific common philosophy or goal followed by a group of artists during a restricted period of time or at least with the heyday of the movement more or less strictly so restricted (usually a few months years or decades) (FreeBase).  This does not include things that are merly genres such as ""fantasy art"" or ""oceanic art""."
NELL:musicgenre	rdfs:comment	A style or classification of music (FreeBase)
NELL:physicalcharacteristic	rdfs:comment	Features of a substance that are primarily sensory (physical) and generally measurable (businessdictionary.com)
NELL:charactertrait	rdfs:comment	habitual patterns of behavior thought and emotion 
NELL:medicalprocedure	rdfs:comment	The medical treatment type is used for any medical intervention designed to treat and cure human diseases and medical conditions. This type includes both curative and palliative treatments
